Siren;Raison Sociale
523394724;PARKER HANNIFIN MANUFACTURING FRANCE
329263933;PASQUIER
778740001;PAUL HARTMANN SAS
775584972;PAVILLON MUT GIR SER SOINS ACC MUT
429531726;PAYPHONE
504992892;PAYS VOIRONNAIS NETWORK
439911041;PCCI (FRANCE)
508556057;PCCW GLOBAL BV
803736123;PEBSCO BRETAGNE
712052141;PENELOPE
849497391;PEOPLEFONE SAS
452592355;PEREZ OLIVIER
582041943;PERNOD RICARD
304516230;PERSONAL FINANCE TECHNOLOGY
445121213;PERTINEO
834174435;PETIT FORESTIER OFFICE
552100554;PEUGEOT SA
528194863;PH TELECOM
900069840;PHENIX PARTNER
539083063;PHENIX TECHNOLOGIES CI
425073517;PHENIX TRADE INTERNATIONAL
451171359;PHIBEE TELECOM
537507022;PHIBEE TELECOM
489868117;PHILEAS TECHNOLOGIE
811847243;PHILIPS FRANCE
390087872;PHONE LINE
811003888;PHONE.GS
882297500;PHONER RETAIL
801310970;PI TECHNOLOGIES
777347386;PICOTY
353359318;PICTURES ON LINE
319137576;PIERRE FABRE DERMO-COSMETIQUE
662006170;PIERRE FABRE SA
807902036;PINAULT COLLECTION
437585417;PIWAN FRANCE
353078140;PIXTEL
880162151;PLACE DU MARCHE
400123584;PLANETE.NET
501737472;PLASTIC OMNIUM AUTO EXTERIEUR SERVICES
519512495;PLASTIC OMNIUM AUTO INERGY SERVICES
410314207;PLASTIC OMNIUM GESTION
512434226;PLATEFORMES NORMALISATION FLUX INTER
828572099;PLAYPLAY
200066777;PLOERMEL COMMUNAUTE
480284660;PLUG AND TEL
335480679;PLURIAL NOVILIA
926120049;POCLAIN HYDRAULICS
414781823;POCLAIN HYDRAULICS INDUSTRIE
057201139;PODELIHA
794455741;POITOU-CHARENTES TELECOM
324947753;POLYCLINIQUE SAINT JEAN
718203623;POMMIER S.A
552044992;POMONA
420947533;PORSCHE DISTRIBUTION
348567504;PORSCHE FRANCE
310699970;POUEY INTERNATIONAL SA
781446521;POUJOULAT
540043361;POWER LINK
572093243;PPG AC-FRANCE
085580983;PPG DISTRIBUTION
321423204;PRAXIS
395318751;PRAXITEL
422787242;PRAXITEL
450116058;PRECEPTEL
386620165;PRECIA
173100017;PREFECTURE DE DEPARTEMENT HAUTE-GARONNE
177501517;PREFECTURE DE POLICE DE PARIS
529139990;PRELUDE EVENEMENT
421422734;PREMIDIRECT
539040113;PREMIUM AUDIOTEL
513496851;PREMIUM TELECOM
342543089;PRESENCE VERTE SA
529326050;PRESSTALIS
349541532;PRESTATIONS INFORM MEDICALES ET COMMUN
334077138;PRESTINTER
316806413;PRICEWATERHOUSECOOPERS GIE
820371730;PRIME CREATION EVENTS
412920027;PRIMUS TELECOMMUNICATION
503314767;PRINTEMPS
433013158;PRIORITY TELECOM FRANCE
451799845;PRIXTEL
891191512;PRIZZ HOLDING
844193482;PRIZZ INFRASTRUCTURE
922194352;PRIZZ INFRASTRUCTURE RHONE
802071399;PRIZZ TELECOM
482232840;PROADMIN
391779196;PROCIVIS IMMOBILIER
388965972;PROCIVIS SERVICES
391548955;PROCTER & GAMBLE AMIENS
419222245;PROCTER & GAMBLE BLOIS
542106109;PROCTER & GAMBLE HOLDING FRANCE
352335962;PRODWARE SA
379398589;PROGESIM
803985357;PROGEST 43
403503741;PROGINOV
685420606;PROMOD
489699454;PRONTO PROD
542050406;PROSIGN
411393218;PROSODIE
499357713;PROSOLUCE
824389217;PROTECTLINE TELEASSISTANCE
572107647;PROTEX INTERNATIONAL
477865554;PROVECTIO
818009748;PROVENCE ALPES CONNECT
453473159;PROXIAD
911757482;PROXIAD'UP
813751997;PROXIDESK
423329770;PROXIEL
326073368;PRUD'HOMME TRANSMISSIONS
390944429;PS MOBILE ACCESS
821789740;PSG TRAINING CENTER
484404868;PSIADE
413824798;PSINET
824070619;PULSEHEBERG
809973191;PVNUM
753124379;PYXISE
528593817;QARNOT COMPUTING
828965632;QOONTOO
434978359;QOS NETWORKS SERVICES-FRANCE EURL
442069209;QOS TELECOM
908316672;QOTICO INFRASTRUCTURE IDF
879972024;QOTICO TELECOM
908316839;QOTICO TELECOM IDF
853420032;QOVOLTIS
378778542;QUADIENT FRANCE
509700852;QUADIENT SHIPPING
802798462;QUANTIC TELECOM
492120217;QUIMPER COMMUNAUTE TELECOM
841563042;QUIZZ ROOM
558501466;QUONEX GRAND EST
507674018;QWEST FRANCE
519705644;R.G.E 38
381250323;R+
751303967;RACING CLUB DE STRASBOURG ALSACE
314370669;RADIO CARAIBES INT MARTINIQUE
341211571;RADIO TELECOMMUNICATIONS DU CENTRE
542084538;RAFFINERIE DU MIDI
937080414;RAJA
433999356;RANDSTAD
352905707;RANDSTAD DIGITAL FRANCE
423255256;RAPSODIA
969508563;RAS
411759962;RATP CONNECT
829098953;RDV PROJECTS
394274344;RE:SOURCES FRANCE
399226950;RECIPHARM MONTS.
439504895;RECOM
307322214;RECTOR LESAGE
171304306;RECTORAT DE L'ACADEMIE D'AIX-MARSEILLE
170604300;RECTORAT DE L'ACADEMIE DE NICE
431245778;RED CUBE FRANCE
962501318;REEL
775663438;REGIE AUTONOME TRANSPORTS PARISIENS
418483277;REGIE DE TELEDISTRIBUTION DE HERBITZHE
408877405;REGIE ELECTRICITE D'HAGONDANGE
518839584;REGIE EXPLOIT FIBRE OPT ST QUENTIN YVE
794388264;REGIE INTERCO RESEAU COM ELEC VALLEE
420704538;REGIE INTERCOM D ENERGIES ET DE SERVIC
810762815;REGIE INTERCOM EXPLOIT RESEAU COM ELEC
414231894;REGIE INTERCOM VIDEOCOMMUNICAT PAYS HA
776545782;REGIE MUNICIP GAZ ELECTRICITE BONNEVIL
399669290;REGIE MUNICIPALE DE COLMAR
779936244;REGIE MUNICIPALE D'ELECTRICITE
779951235;REGIE MUNICIPALE ELECTRICITE CREUTZWAL
842430878;REGIE REUNION THD
200053767;REGION AUVERGNE-RHONE-ALPES
200053726;REGION BOURGOGNE-FRANCHE-COMTE
233100015;REGION DE MIDI PYRENEES
234400034;REGION DES PAYS DE LA LOIRE
200053742;REGION HAUTS-DE-FRANCE
237500079;REGION ILE DE FRANCE
238708507;REGION LIMOUSIN
200053403;REGION NORMANDIE
200053759;REGION NOUVELLE-AQUITAINE
200053791;REGION OCCITANIE
387879737;REGION PARISIENNE COMMUNICATIONS SNC
238600019;REGION POITOU CHARENTES
350542221;REGIONAL SYSTEME INFORMATIQUE
657080149;REHAU SAS
492611777;REMMEDIA
780129987;RENAULT SAS
954506077;RENAULT TRUCKS
499116267;RENNES METROPOLE TELECOM
488542614;RENTABILIWEB INTERACTIVE
479783326;RENTABILIWEB TELECOM
432301984;REPUBLIC TECHNOLOGIES FRANCE SAS
100000017;REPUBLIQUE FRANCAISE PRESIDENCE
423032598;RESEAU CLUBS BOUYGUES TELECOM
402325674;RESEAU CONCEPT
479926040;RESEAU FRANCE OUTRE MER
488095803;RESEAU OPTIQUE DE FRANCE
821632007;RESEAU THD
793105305;RESEAUX @ TELECOMS
793105123;RESEAUX D'INFRASTRUCTURES NUMERIQUES
453754715;RESEAUX EXPERTISES SERVICES ANTILLES
791512908;RESEAUXCOM
200091239;RESIDENCE COUSERANS-PYRENEES
782519383;RESIDENCE DU CAP FLEURI
264900325;RESIDENCES AU FIL DU LOIR
308435460;RESIDENCES SA HABITATIONS A LOYER
451928279;RESO STAFF
824007520;RESONANCE
933863375;RESOPLUS.NET
532745213;RESOPTIC
444269682;RESSOURCES MUTUELLES ASSISTANCE
531379303;REUNICABLE
883080707;REUNION ISLAND TELECOM.
833368723;REVERT TELECOM
542071329;REVIMA
848976676;REVTELECOM GROUP
488983511;REY NICOLAS (INTERNATEL)
402647101;REZEL
539592931;REZINE
751467663;REZOCEAN
821436631;REZZO
418006581;RFC COMMUNICATIONS ET SYSTEMES SA
330377532;RGS
530814219;RHENA
807520093;RI EXPLOIT RESEAU COM ELECTRONIQUES
337621841;RICOH FRANCE
339738601;RIEM BECKER
430333260;RIGBY GROUP SAS
562095166;RIO TINTO FRANCE S.A.S
432716066;RIODATA
509545372;RIP 44
332899731;RIP CURL EUROPE
529193435;RIP85 TRES HAUT DEBIT
377762752;RISC GROUP IT SOLUTIONS
815390430;RKIBI SOUSSI MOHAMED
441677424;R'LAN
510138159;RLG INFORMATIQUE
572067684;ROBERT BOSCH FRANCE
552012031;ROCHE
422040121;RODRIGUE
792106015;ROGERVOICE
652043548;ROHDE & SCHWARZ FRANCE SAS
321616914;RONSARD
479292047;ROOM SAVEURS
357200054;ROQUETTE FRERES
439848904;ROS DIGITAL IT MARNE
385092903;ROSA
818463630;ROSACE
531318566;ROVERBA CGS
839062528;RPS ENGINEERING
334534039;RS COMPONENTS SAS
350426789;RSL COM FRANCE
404979635;RSL COM FRANCE
444619258;RTE RESEAU DE TRANSPORT D ELECTRICITE
388613069;RTL NET
910198704;RUBIX DATACENTER
879611382;RUN AGRI SERVICES
500156195;RUNISO
843376039;RVB GROUPE
410219364;RX FRANCE
344136726;S E M PARCS STATIONNEMENT VAL THORENS
352981872;S.A.S CLINIQUE SAINT ROCH
820233856;S.A.S DOLBIS
351306386;S.I.G. FRANCE
451609978;S.N.S GLOBAL SERVICES
481152569;S@RTEL
507502664;S2E ENERGIE
413077538;SA A.T.T.I.
582145470;SA APLIX
579800764;SA ATELIERS LR ETANCO
384585824;SA CELYA
692014962;SA DE LA RAFFINERIE DES ANTILLES
351142989;SA EXPLOITATION CLINIQUE ESPERANCE
384948337;SA FMB
344547708;SA GESTION SECURITE DE STOCKS SECURITE
016450157;SA ROGER MARTIN
523207173;SAB SYSTEM
487706046;SABENA TECHNICS BOD
328905997;SABENA TECHNICS DNR
379411028;SABENA TECHNICS FNI
493862296;SABIO FRANCE
916020175;SABLIERES J. LEONHART
514168764;SACLAK NETWORK
800156150;SAFEO
562082909;SAFRAN
414815217;SAFRAN AIRCRAFT ENGINES
301501391;SAFRAN ELECTRICAL & POWER
542103031;SAFRAN ELECTRONICS & DEFENSE ACTUATION
383703873;SAFT
420731507;SAFTEL COM
976220079;SAG VIGILEC
313966129;SAGE
440294510;SAGEMCOM BROADBAND SAS
488729393;SAINT BARTH FAST WEB INC
445012255;SAINT GOBAIN DSI GROUPE
351955216;SAINT MARTIN CABLE
378706105;SAINT MARTIN MOBILES
815144316;SAINT-GOBAIN GROUP DIGITAL & IT INTERNATIONAL
319394797;SALAUN HOLIDAYS
325820751;SALOMON SAS
385103023;SAM GES
553820838;SAMFI - INVEST
056502248;SAMSE
403227796;SAMSIC
824622724;SAMSIC INDOORS
793685173;SANDRINE DURAND
632050019;SANEF
713002269;SANOFI AVENTIS RECHERCHE DEVELOPPEMENT
428706204;SANOFI CHIMIE
451279020;SANOFI PASTEUR NVL
775662257;SANOFI WINTHROP INDUSTRIE
403335938;SANOFI-AVENTIS GROUPE
428704977;SANTECLAIR
775624711;SANTELYS ASSOCIATION
420167397;SANTERNE CENTRE EST TELECOMMUNICATIONS
443976790;SANTERNE EST TELECOMS
414831511;SANTERNE MEDITERRANEE
528932510;SANTERNE NORD TELECOMS
808637623;SAONE & LOIRE THD
379821994;SAP FRANCE
341612687;SAP FRANCE HOLDING
480725373;SARL ADQUAT
480873504;SARL ARD COM
398997270;SARL DISTRIBUTION SERVICES INDUSTRIEL
302474069;SARL GEMU
513387126;SARL JAUNE DE MARS
414517771;SARL KYXAR
448081596;SARL LELEU
378006035;SARL L'UNION ANGLO FRENCH
499269827;SARL LUXINET
722820990;SARL MAISON COURBET
480108356;SARL NEO SERVICES
530862929;SARL O'TELECOM FRANCE
315578278;SARL POLYMAG
440145100;SARL SIGEMS DATA CENTER
844770511;SARTEL THD
419734173;SAS ATARAXIE
838519742;SAS DE LA HALLE AUX FOURS
438337636;SAS FLOW LINE
909062911;SAS IDATE
784172470;SAS LAITERIE DE MONTAIGU
920243755;SAS MOBILYNK
433326477;SAS NEXIMMO 5
530188432;SAS NUMERICAP
420246084;SAS SANTERNE TOULOUSE
411736655;SATELNET
382632602;SATELSYS
339379984;SAUR
488987165;SAVEHO
780876405;SAVENCIA IT & DIGITAL SERVICES
834389272;SAVOIE CONNECTEE
409080538;SB ALLIANCE SNC
402293450;SBE FRANCE
399189224;SBM DEVELOPPEMENT
821097466;SBM SUPPLY CHAIN ET SERVICES
422672477;SC OPERA RENDEMENT
338107220;SCACENTRE
433115904;SCALEWAY
350992707;SCALIAN
487574394;SCALIAN DS
532858388;SCAN-MATCH
334382298;SCAPALSACE
424982650;SCC FRANCE
420165268;SCE ACCUEIL PREVENTION SECURITE PRIVEE
820848349;SCE ASSIST PERS AUVERGNE RHONE ALPES
283100014;SCE DEPARTEMENTAL INCENDIE ET SECOURS
283400497;SCE DEPARTEMENTAL INCENDIE ET SECOURS
289710014;SCE DEPARTEMENTAL INCENDIE ET SECOURS
289740110;SCE DEPARTEMENTAL INCENDIE ET SECOURS
180031015;SCE NAT ACCUEIL TELEPH PREVENTION DROG
383163201;SCE TECHNOLOGIE INFO MAINTENANCE PLUS
383711678;SCHINDLER
384077814;SCHINDLER TELE CONTROLE
390109502;SCHLUTER SYSTEMS
954503439;SCHNEIDER ELECTRIC INDUSTRIES SAS
542048574;SCHNEIDER ELECTRIC SE
552003253;SCHNEIDER SA
428175087;SCI CLAIRE IMMO
434060133;SCI CLICHY EUROPE
794459438;SCI MALAKOFF PICHAT
381074426;SCM BIOGROUP
429692098;SCOOT FRANCE
784176026;SCOPELEC
814736492;SCOPELEC ENERGIES SERVICES
562033357;SCOR SE
400104303;SCP AUGUST ET DEBOUZY
342631934;SCUTUM
309174589;SCUTUM FRANCE
280112004;SDIS 01
280300237;SDIS 03
280600511;SDIS 06
280800012;SDIS 08
281000018;SDIS 10
281100016;SDIS 11
281300020;SDIS 13
281700252;SDIS 17
282100544;SDIS 21
282201094;SDIS 22
282500016;SDIS 25
282612001;SDIS 26
282700012;SDIS 27
282900448;SDIS 29
283000016;SDIS 30
283503555;SDIS 35
283812006;SDIS 38
283900017;SDIS 39
284100062;SDIS 41
284400017;SDIS 44
284900016;SDIS 49
285000014;SDIS 50
285100012;SDIS 51
285200010;SDIS 52
285300018;SDIS 53
285400016;SDIS 54
285600474;SDIS 56
285701611;SDIS 57
285900015;SDIS 59
286000013;SDIS 60
286200019;SDIS 62
286300017;SDIS 63
286400023;SDIS 64
286600010;SDIS 66
286800230;SDIS 68
287312003;SDIS 73
287410203;SDIS 74
287600019;SDIS 76
287708317;SDIS 77
287800536;SDIS 78
287900336;SDIS 79
288000011;SDIS 80
288100019;SDIS 81
288300403;SDIS 83
288500010;SDIS 85
288600224;SDIS 86
288800014;SDIS 88
289100992;SDIS 91
289500795;SDIS 95
287200265;SDIS72
286912001;SDMIS 69
403519689;SEA TPI
453463119;SEACOM.SAT
016950842;SEB DEVELOPPEMENT
110002011;SEC ETAT AUPRES MINISTRE ECO FINANCES
130006802;SECRETARIAT GEN MIN AFFAIRES SOC
120001029;SECRETARIAT GENERAL DEFENSE SECU NAT
120001011;SECRETARIAT GENERAL DU GOUVERNEMENT
130020357;SECRETARIATS GEN ADMINIS MIN INTERIEUR
130020373;SECRETARIATS GEN ADMINIS MIN INTERIEUR
337757256;SECUR PROTECT AUVERGNE RHONE ALPES
804216844;SECUR.I.T
519818207;SECURE-IC SAS
344066733;SECURITAS FRANCE HOLDING
304497852;SECURITAS FRANCE SARL
789367174;SECURITAS TECHNOLOGY FRANCE
702034448;SECURITAS TECHNOLOGY SERVICES SAS
472200906;SECURITE TELECOM AQUITAINE STA
422587816;SECURITY KEEPERS
330581083;SEGULA TECHNOLOGIES
477550917;SEINE ALLIANCE
751310749;SEINE ESSONNE TRES HAUT DEBIT
753422336;SEINE ESTUAIRE NETWORKS
200062248;SEINE ET YVELINES NUMERIQUE
808610216;SEINE-ET-MARNE THD
279300198;SEINE-SAINT-DENIS HABITAT
429698871;SEJG
328230610;SELARL BIOCARMES
539347617;SELARL CIL
488730359;SELAS INOVIE OCEALAB
383150232;SEM POUR LES EVENEMENTS CANNOIS
492990262;SEM@FOR 77
415136407;SEMITOUR PERIGORD
110000023;SENAT
539694844;SENEK
498379478;SENSO TELECOM
492041066;SEOLIS
696520915;SEPALUMIC
391321817;SEPALUMIC INDUSTRIES
393712286;SEPHORA
552139677;SEPTODONT SAS SPECIALITES SEPTODONT
503673212;SEQUALUM SAS
383491446;SEQUANA
505271619;SEQUANTIC TELECOM
489429597;SEQUOIA GLOBAL SERVICES
318520483;SERAMM SCE ASSAINIS MARSEILLE METROPO
507639003;SERENITE 24H24
343425534;SERFIM
431903954;SERFIM T.I.C.
300821873;SERGE FERRARI SAS
892229121;SERINYA FIBRE
751005190;SERINYA TELECOM
588501122;SERMES
442519427;SERVERSONICS EUROPE SAS
328971247;SERVICE COMMUN DE GESTION MAE
286700174;SERVICE D'INCENDIE ET DE SECOURS DU BAS-RHIN
390485241;SERVICE DISTRIBUTION INFORMATIQUE ROCA
822856712;SERVICE FIBRE ENTREPRISE
442364352;SERVICE NETWORK SECURITY
310863774;SERVICE TRAITEMENT ORDINATEUR REUNION
321423212;SERVIER MONDE
394579114;SETIB
421863259;SEW USOCOME
452363153;SEWAN
799422126;SEWAN ENTREPRISE.
424736213;SFAM
419753587;SFR COLLECTIVITES
410358865;SFR DISTRIBUTION
400461950;SFR FIBRE SAS
418629242;SFR SYSTEMES D'INFORMATION - SFR S.I.
344812615;SFX
502858418;SGAM AG2R LA MONDIALE
844914887;SGAM MALAKOFF HUMANIS
552012585;SGD S.A.
530865732;SGN TELECOM
552031650;SGS FRANCE
341929925;SGS SERCOVAM
433488129;SHAKTIWARE
843181827;SHAYLAN
410140057;SHISEIDO INTERNATIONAL FRANCE
821185634;SHM HOTEL
250100211;SI D ENERGIE E COMMUNICATION L AIN
259400117;SI POUR L'INFORMATIQUE ET SES OUTILS
045550258;SIA HABITAT
572059939;SIACI SAINT HONORE
490419173;SIBIO
926150129;SICA SAINT POL
442420808;SICAD FRANCE
780664942;SICAE DE LA SOMME ET DU CAMBRAISIS
085720845;SICAE DU CARMAUSIN
815680277;SICAE EST
925620262;SICAE OISE
687020214;SICOS ET CIE
424623759;SIDEL BLOWING & SERVICES
254200546;SIEL SI D ENERGIES DU DEP DE LA LOIRE
562060269;SIEMENS ENERGY INDUSTRIAL TURBOMACHINERY LE HAVRE S.A.S.
562016774;SIEMENS S.A.S
391838042;SIERRA WIRELESS
509232146;SIERRA WIRELESS FRANCE SAS
839626967;SIFATECH
872803390;SIGMA INFORMATIQUE
430139576;SIGMA MEDITERRANEE
401224415;SIGMA NET SANTE
440449213;SIGMA TECHNOLOGIE
402805527;SIGNIFY FRANCE
384137857;SIGVARIS
303323778;SIIC DE PARIS
572232411;SIKA FRANCE
480061928;SILCA
572045151;SILIC
636220220;SILL ENTREPRISES
391289766;SIMMONS ET SIMMONS LLP
425650090;SIMU S.A.S
822313714;SI-NERGIE
507568012;SIPARTECH
529319600;SIPEO
422652529;SISTEER TELECOM ENABLER
418151973;SITA TELECOM
245700604;SIVOM D ALGRANGE NILVANGE
452224181;SKILL AND YOU
434658795;SKIVOLUTION LTD
449091024;SKIWEBCENTER
422749283;SKYLINE
529745655;SKYLOGIC FRANCE
329047229;SL INFORMATIQUE
890901424;SLASH TRES HAUT DEBIT
335278537;SLEEVER INTERNATIONAL
200037729;"SM ""DOUBS TRES HAUT DEBIT"""
200017598;SM ASSAINIS DISTRIBUTION EAU NORD
250601879;SM COLLECTIVITES TERRIT INFORMATISEES
254001399;SM DEP EQUIPEMENT COMMUNES LANDES
256701152;SM EAUX ASSAINISSEMENT ALSACE MOSELLE
253901094;SM ENERGIES EQUIPEMENTS COMMUNIC JURA
200014447;SM GESTION ROUTES GUADELOUPE
200044527;SM HAUTE SAONE NUMERIQUE
255100984;SM INTERCOMMUNAL ENERGIES MARNE
200072197;SM OUVERT DEUX SEVRES NUMERIQUE
200045037;SM OUVERT EURE NORMANDIE NUMERIQUE
200022382;SM RESEAU D INITIATIVE PUBLIQUE 36
259401099;SM SECT CENTRAL VAL MARNE INFOCOM 94
301309605;SMACL ASSURANCES
952981504;SMAKK
503618290;SMART CIC GLOBAL SERVICES
341883346;SMARTALLIANCES
808092779;SMARTFIB
818153546;SMARTWIN
824672158;SMATIS
819258773;SMCP GROUP
792113193;SMCP HOLDING
493254908;SMURFIT KAPPA FRANCE
437631138;SMURFIT KAPPA PARTICIPATIONS SAS
423675701;SNBL
407662329;SNC COMPAGNIE IMMOBILIERE EUROPA
808332670;SNCF
483815619;SNCF CONNECT & TECH SERVICES
519037089;SNCF DEVELOPPEMENT
056800659;SNEF
329745517;SNSBIG
703780247;SOBECA
338378789;SOC ACOUSTIQUE FRANCAISE
775748759;SOC AGENCE EUROCONTROL
483256244;SOC ATLANTIQUE TELEPHONIE COMMUNIC
401534193;SOC BOURBONNAISE MAINTENANCE INDUST
596950139;SOC CENTRALE APPROVISION SUD OUEST
412391104;SOC CIAL DE TELECOMMUNICATION SCT
389833658;SOC CIVIL CENTR MOYEN IMAGERIE MEDICAL
333361111;SOC COMMUNALE DE ST MARTIN
380303107;SOC CONDITION DECHETS EFFLUENTS INDUST
428611719;SOC COOP AGRIC AGRO ALIMENTAIRE AGRIAL
777379843;SOC COOP AGRIC LE GOUESSANT
818442535;SOC COOP AMENAG NUMERIQUE ICAUNAISE
305635583;SOC COOP APPROVISIONNEMENT RHONE ALPES
301986154;SOC COOP D APPROVISIONNEMENT PARIS EST
642007991;SOC COOPER GROUPEM ACHAT CENTRE LECLER
398657577;SOC CORSE DE DISTRIBUTION
712007251;SOC DE COURTAGE ET DE DIFFUSION
340571728;SOC DE DIFFUSION VIDEOTEX PLURIMEDIA
732034491;SOC DE GESTION AUTOMOBILE CLUB DE FRAN
380241513;SOC DES TELEPHERIQUES DE VAL D ISERE
524289543;SOC DEVELOPP TELEASSISTANCE A PERSONNE
352726194;SOC DIFFUS INTERNAT AGRO-ALIMENTAIRE
438830325;SOC DIFFUSION INFORMATIQUE ET TELEPHONIE
318455698;SOC ENCOURAG ELEVAGE DU CHEVAL FRANCAI
321504672;SOC EXPANSION DEPARTEMENTS OUTRE MER
804834711;SOC EXPLOITATION PORTS DETROIT SEPD
351634381;SOC FINANC COMMUNIC MULTIMEDIA
338695299;SOC FINANCIERE DE DISTRIBUTION ET NEGOCE
343059564;SOC FR DU RADIOTELEPHONE - SFR
390464394;SOC FRANC DE TRANSM DONNEES RADIO TDR
722065257;SOC GENERALE PROMOTION FINANCEMENT IMM
326578457;SOC GESTION TERMINAUX INFORMATIQUES
962504809;SOC IMMOBILIERE D ETUDES & REALISATION
322386871;SOC INFORMAT GEST ETUDE MICRO SYSTEME
775748106;SOC INT TELECOMMUNICATIONS AERONAUTIQU
661650218;SOC LOCATION MATERIEL COMPTABLE
671620813;SOC MARS TRANSPORTS ROUTIERS TRANSIT
326094471;SOC NAL DE RADIODIFFUSION RADIO FRANCE
775558463;SOC NATIONALE MARITIME CORSE MEDITERRA
403149685;SOC NOUV POLYCLINIQUE BORDEAUX N AQUI
709804884;SOC PARISIENNE ETUDE INFORMATIQUE GEST
792461154;SOC PUBL LOCALE AMENAG NUMERI GUY
393551007;SOC REUNIONNAISE DU RADIOTELEPHONE
401604095;SOC TELEPORT MARSEILLE-PROVENCE
301850277;SOC TRAITEMENT INFORMAT MOY ENTREPR
306015306;SOCAMAINE
523128007;SOCIAL NETWORK DEVELOPMENT
420495178;SOCIETE AIR FRANCE
445305303;SOCIETE B & B FINANCE
399036425;SOCIETE B B S
552008443;SOCIETE BIC
340947969;SOCIETE BOULONNAISE ELECTRONIQUE
478068869;SOCIETE CIVILE PROXIS DEVELOPPEMENT
971509070;SOCIETE COATEX
503681801;SOCIETE COOPERATIVE AGRICOLE AXEREAL
385110234;SOCIETE COOPERATIVE AGRICOLE UNEAL
314748393;SOCIETE D'AFFRETEMENT ET DE TRANSIT
414273219;SOCIETE D'AMENAGEMENT ET DE DEVELOPPEMENT NUMERIQUE DE CASTRES-MAZAMET
890434715;SOCIETE DE DEVELOPPEMENT DE LA FIBRE AU SERVICE DES TERRITOIRES
880603956;SOCIETE DE DEVELOPPEMENT POUR L'ACCES A L'INFRASTRUCTURE FIBRE
340347202;SOCIETE DE FORMATIQUE ET FINANCIERE
745721852;SOCIETE DE LA CLINIQUE SAINT-JOSEPH
602047045;SOCIETE DE NEGOCE ET DE PARTICIPATION
489811273;SOCIETE DE REALISATION D'INFRASTRUCTURES DE RESEAUX
492300520;SOCIETE DE RECHARGEMENT DEMATERIALISE
431764661;SOCIETE D'ECONOMIE MIXTE E. TERA
808189039;SOCIETE DES EAUX DE L'OUEST PARISIEN
441579042;SOCIETE DES PAVILLONS PARISIENS
596120378;SOCIETE D'EXPLOITATION DES ANCIENS ETABLISSEMENTS BRANGER
301590915;SOCIETE DU BRIQUET JETABLE 75
542077755;SOCIETE DU FIGARO
525046017;SOCIETE DU GRAND PARIS
756802328;SOCIETE DU JOURNAL L'EST REPUBLICAIN
335680674;SOCIETE DU JOURNAL L'UNION
433891850;SOCIETE EDITRICE DU MONDE
552040982;SOCIETE FONCIERE LYONNAISE
070802269;SOCIETE FRANCAISE DE PARCS D ATTRACTIO
343960720;SOCIETE FRANCAISE DU RADIOTELEPHONE
403106537;SOCIETE FRANCAISE DU RADIOTELEPHONE -S
552120222;SOCIETE GENERALE
702016312;SOCIETE GENERALE FACTORING
058812652;SOCIETE HOTELIERE DU PALM BEACH
310863592;SOCIETE IMMOBILIERE DEPARTEMENT REUNIO
665950184;SOCIETE INDUSTRIELLE DE L'OUEST DES PRODUITS ISOLANTS - OUEST ISOL
339552648;SOCIETE INFORMATIQUE & TELEMATIQUE COR
316743095;SOCIETE LA BIOCHIMIE APPLIQUEE
421207721;SOCIETE LYONNAISE D ECLAIRAGE
775684764;SOCIETE MUTUELLE D'ASSURANCE DU BATIMENT ET DES TRAVAUX PUBLICS
552049447;SOCIETE NATIONALE SNCF
377714654;SOCIETE OUEST FRANCE
303149983;SOCIETE OZANAM S.A HABIT LOYER MODERE
315000943;SOCIETE POUR L INFORMATIQUE INDUSTRIEL
844517185;SOCIETE POUR LE COFINANCEMENT DES RESEAUX DE FIBRES DES TERRITOIRES SAS
775670599;SOCIETE POUR L'EDITION RADIOPHONIQUE
383026523;SOCIETE SARVIS
548500149;SOCOMEC
508513785;SOCOPA VIANDES
834041121;SOCOTEC GESTION
682014865;SOCRAM BANQUE
301940219;SODEXO
310923008;SODEXO EN FRANCE
338253230;SODEXO ENTREPRISES
303265045;SODIMAS
572179927;SOFIP
553820465;SOFRILOG
433173697;SOGEA NETWORKS
301192803;SOGEDO
304178155;SOGELYM
539842377;SOGEPROM
380243451;SOGESTION
479942583;SOGETI FRANCE
397767831;SOGETREL
302095617;SOINS ET SANTE
562134544;SOLETANCHE FREYSSINET
878799089;SOLIANO THD
781166293;SOLID MUTUA ASS TRAVA INDEP SALAR FRAN
814149910;SOLINA CORPORATE
343261749;SOLINA FRANCE
946050200;SOLINEST
444212955;SOLOCAL
552028425;SOLOCAL GROUP
493589113;SOLSTICE GRAND ANGOULEME
802661363;SOLUANCE
814409470;SOLUCAPHIE
381345941;SOLUTEC
481966927;SOLUTION MICROPAIEMENT SITE WEB
513532572;SOLUTIONS INFORMATIQUES SERVICES
823736798;SOLUTIONS SECURITE
797581303;SOLUTIONS TELECOMS ENTREPRISES
393502463;SOLYSTIC
303970230;SOMFY ACTIVITES SA
482441425;SOMNUS
422637736;SON ALTESSE L'AGA KHAN
790121784;SONELOG
449397173;SONEMA
451234801;SONEPAR FRANCE INTERSERVICES
894351394;SOON THD
326820065;SOPRA STERIA GROUP
493182471;SOPRINFO
586680092;SOPROCOS
383069663;SOPROREAL
901238923;SOPROREAL
890715865;SORACOM CORPORATION, LTD
